cable_key,length_km,importance_tier,risk_tier,material,reliability_tier,baseline_cost,optimized_cost
id-submarine-cable-in-the-philippines-scip,1638.0,7,10,Titanium alloys,9,458.63999999999993,114.65999999999997
id-sumatera-bangka-cable-system-sbcs,57.0,4,3,Cast magnesium alloys,4,2.736,4.104
id-sunoque-i,734.5,1,1,Silica glass,2,2.9380000000000006,5.876000000000001
id-sunoque-ii,734.5,1,1,Silica glass,2,2.9380000000000006,5.876000000000001
id-sunoque-iii,130.0,1,1,Silica glass,2,0.5200000000000001,1.0400000000000003
id-suriname-guyana-submarine-cable-system-sg-scs,1249.0,6,6,"GFRP, epoxy matrix (isotropic)",7,179.856,134.89200000000002
id-svalbard-undersea-cable-system,2714.0,4,1,Zirconia,3,43.424000000000014,75.99199999999999
id-sweden-estonia-ee-s-1,240.0,3,1,Zirconia,3,2.8800000000000003,5.039999999999999
id-sweden-latvia,391.0,4,1,Zirconia,3,6.256000000000001,10.947999999999999
id-sydney-melbourne-adelaide-perth-smap,5000.0,7,6,"GFRP, epoxy matrix (isotropic)",7,839.9999999999999,630.0
id-t3,3200.0,7,7,Nickel‑based superalloys,8,627.1999999999999,313.59999999999985
id-taba-aqaba,13.0,8,1,Commercially pure titanium,5,0.4160000000000001,0.5200000000000001
id-tabua,734.5,9,10,"CFRP, epoxy matrix (isotropic)",10,264.42,66.10499999999999
id-taihei,7000.0,8,4,"GFRP, epoxy matrix (isotropic)",7,896.0000000000002,672.0000000000002
id-taino-carib,130.0,6,10,Titanium alloys,9,31.2,7.799999999999998
id-taiwan-penghu-kinmen-matsu-no-2-tpkm2,467.0,7,9,Titanium alloys,9,117.684,29.420999999999992
id-taiwan-penghu-kinmen-matsu-no-3-tpkm3,510.0,5,9,Nickel‑based superalloys,8,91.80000000000001,45.89999999999999
id-taiwan-strait-express-1-tse-1,260.0,8,8,Titanium alloys,9,66.56000000000002,16.639999999999997
id-tam-1,7000.0,8,10,"CFRP, epoxy matrix (isotropic)",10,2240.0000000000005,559.9999999999999
id-tampnet-north,1751.0,4,3,Cast magnesium alloys,4,84.048,126.07199999999999
id-tampnet-south,1751.0,7,1,Commercially pure titanium,5,49.028000000000006,61.285
id-tamtam,411.0,4,8,"GFRP, epoxy matrix (isotropic)",7,52.60800000000001,39.45600000000001
id-tangerine,112.0,1,5,Cast magnesium alloys,4,2.24,3.36
id-tanjung-pandan-sungai-kakap,348.0,4,1,Zirconia,3,5.568000000000001,9.744
id-tannat,2000.0,4,7,Stainless steel (duplex grades),6,223.99999999999997,223.99999999999997
id-tarakan-selor-cable-system-tscs,83.0,4,1,Zirconia,3,1.3280000000000003,2.324
id-tasman-express-tx,734.5,4,7,Stainless steel (duplex grades),6,82.264,82.264
id-tasman-global-access-tga-cable,2288.0,5,5,Stainless steel (duplex grades),6,228.8,228.8
id-tasman-ring-network,6000.0,7,7,Nickel‑based superalloys,8,1175.9999999999998,587.9999999999998
id-tata-tgn-atlantic-south,6830.0,10,8,"CFRP, epoxy matrix (isotropic)",10,2185.6000000000004,546.3999999999999
id-tata-tgn-gulf,4031.0,7,7,Nickel‑based superalloys,8,790.0759999999999,395.03799999999984
id-tata-tgn-intra-asia-tgn-ia,6700.0,8,9,Titanium alloys,9,1929.6000000000001,482.4
id-tata-tgn-pacific,22300.0,9,9,"CFRP, epoxy matrix (isotropic)",10,7225.200000000002,1806.2999999999997
id-tata-tgn-tata-indicom,3175.0,9,7,Titanium alloys,9,800.1,200.02499999999995
id-tata-tgn-western-europe,3578.0,10,5,Nickel‑based superalloys,8,715.6,357.7999999999999
id-tautira-teahupoo,38.0,1,1,Silica glass,2,0.15200000000000002,0.30400000000000005
id-te-northtgn-eurasiaseacomalexandrosmedex,3634.0,7,6,"GFRP, epoxy matrix (isotropic)",7,610.512,457.884
id-tegopa,222.0,6,1,Cast magnesium alloys,4,5.328000000000001,7.991999999999999
id-telstra-endeavour,9125.0,4,5,Commercially pure titanium,5,730.0000000000001,912.5
id-tenerife-gran-canaria,110.0,1,1,Silica glass,2,0.4400000000000001,0.8800000000000002
id-tenerife-la-palma,734.5,4,1,Zirconia,3,11.752000000000002,20.566
id-terra-sw,734.5,5,1,Cast magnesium alloys,4,14.690000000000003,22.035
id-thailand-domestic-submarine-cable-network-tdscn,884.0,7,9,Titanium alloys,9,222.768,55.691999999999986
id-thailand-indonesia-singapore-tis,968.0,10,9,"CFRP, epoxy matrix (isotropic)",10,348.48,87.11999999999999
id-the-east-african-marine-system-teams,5054.0,9,6,Nickel‑based superalloys,8,1091.664,545.8319999999999
id-thetis,660.0,3,8,Stainless steel (duplex grades),6,63.360000000000014,63.360000000000014
id-tikal-amx3,1935.0,8,8,Titanium alloys,9,495.3600000000001,123.83999999999997
id-timor-leste-south-submarine-cable-tlssc,607.0,4,4,Commercially pure titanium,5,38.848000000000006,48.56000000000001
id-tko-connect,6.0,8,9,Titanium alloys,9,1.7280000000000002,0.43199999999999994
id-tobrok-emasaed-cable-system,178.0,4,1,Zirconia,3,2.8480000000000008,4.983999999999999
id-tokelau-submarine-cable,250.0,4,1,Zirconia,3,4.000000000000001,6.999999999999999
id-tonga-cable,827.0,9,6,Nickel‑based superalloys,8,178.632,89.31599999999997
id-tonga-domestic-cable-extension-tdce,410.0,5,1,Cast magnesium alloys,4,8.200000000000001,12.299999999999999
id-topaz,734.5,10,6,Titanium alloys,9,176.28,44.069999999999986
id-tpu,13470.0,7,8,Nickel‑based superalloys,8,3017.2800000000007,1508.6399999999996
id-trans-adriatic-express-tae,106.0,4,7,Stainless steel (duplex grades),6,11.871999999999998,11.871999999999998
id-trans-caspian-fiber-optic-cable-project,341.0,1,5,Cast magnesium alloys,4,6.820000000000001,10.23
id-trans-pacific-express-tpe-cable-system,17968.0,9,9,"CFRP, epoxy matrix (isotropic)",10,5821.632000000001,1455.408
id-transcan-2,238.0,4,1,Zirconia,3,3.8080000000000007,6.664
id-transcan-3,210.0,8,1,Commercially pure titanium,5,6.7200000000000015,8.400000000000002
id-transworld-tw1,1300.0,10,8,"CFRP, epoxy matrix (isotropic)",10,416.00000000000006,103.99999999999999
id-trapani-kelibia-2-keltra-2,209.0,10,3,"GFRP, epoxy matrix (isotropic)",7,25.08,18.810000000000002
id-tt-1,48.0,1,6,Cast magnesium alloys,4,1.1520000000000001,1.7279999999999998
id-tui-samoa,1693.0,8,7,Nickel‑based superalloys,8,379.23199999999997,189.61599999999996
id-turcyos-1,110.0,1,4,Zirconia,3,1.7600000000000005,3.0799999999999996
id-turcyos-2,213.0,1,7,Commercially pure titanium,5,5.9639999999999995,7.454999999999999
id-tverrlinken,734.5,5,1,Cast magnesium alloys,4,14.690000000000003,22.035
id-uae-iran,170.0,9,4,"GFRP, epoxy matrix (isotropic)",7,24.480000000000008,18.360000000000003
id-ugarit,239.0,6,4,Stainless steel (duplex grades),6,22.944000000000003,22.944000000000003
id-uk-channel-islands-7,124.0,2,3,Zirconia,3,2.976,5.208
id-uk-channel-islands-8,237.0,1,4,Zirconia,3,3.7920000000000007,6.635999999999999
id-ulleung-mainland-2,164.0,1,3,Zirconia,3,1.968,3.4440000000000004
id-ultramar-ge,263.0,4,4,Commercially pure titanium,5,16.832000000000004,21.040000000000003
id-ulysses-2,734.5,5,4,Commercially pure titanium,5,58.76000000000001,73.45
id-umo,2227.0,10,8,"CFRP, epoxy matrix (isotropic)",10,712.6400000000001,178.15999999999997
id-umoja,734.5,8,5,"GFRP, epoxy matrix (isotropic)",7,117.52000000000002,88.14000000000001
id-unisur,265.0,4,1,Zirconia,3,4.240000000000001,7.419999999999999
id-unitel-north-submarine-cable-unsc,1145.0,4,5,Commercially pure titanium,5,91.60000000000002,114.5
id-unitirreno,1200.0,9,6,Nickel‑based superalloys,8,259.2,129.59999999999997
id-unityeac-pacific,9620.0,6,9,Nickel‑based superalloys,8,2077.92,1038.9599999999998
id-vaka,668.0,1,1,Silica glass,2,2.6720000000000006,5.344000000000001
id-vancouver-bowen-island-vancouver-island,75.0,1,5,Cast magnesium alloys,4,1.5000000000000002,2.25
id-venezuelan-festoon,1200.0,6,8,Nickel‑based superalloys,8,230.40000000000003,115.19999999999999
id-vietnam-singapore-cable-system-vts,734.5,8,9,Titanium alloys,9,211.53600000000003,52.88399999999999
id-vodafone-greece-domestic,92.0,1,5,Cast magnesium alloys,4,1.8400000000000003,2.76
id-vstervik-visby,734.5,3,1,Zirconia,3,8.814000000000002,15.424499999999998
id-west-africa-cable-system-wacs,14530.0,7,9,Titanium alloys,9,3661.56,915.3899999999998
id-whidbey-island-camano-island,4.0,1,5,Cast magnesium alloys,4,0.08000000000000002,0.12
id-whidbey-island-everett,9.0,2,6,Commercially pure titanium,5,0.432,0.54
id-whidbey-island-hat-island,4.0,2,6,Commercially pure titanium,5,0.192,0.24
id-whidbey-island-seattle,44.0,3,8,Stainless steel (duplex grades),6,4.224000000000001,4.224000000000001
id-x-link-submarine-cable,775.0,5,4,Commercially pure titanium,5,62.000000000000014,77.5
id-yellow,7001.0,10,6,Titanium alloys,9,1680.24,420.0599999999999
id-yui,720.0,8,8,Titanium alloys,9,184.32000000000005,46.07999999999999
id-yuza-tobishima,31.0,1,7,Commercially pure titanium,5,0.8679999999999999,1.085
id-zayo-festoon,734.5,7,9,Titanium alloys,9,185.094,46.27349999999999
id-zeus,734.5,6,4,Stainless steel (duplex grades),6,70.51200000000001,70.51200000000001
